matiere;classe/grpe;moy_eleve;devoir1___note;devoir2___note;devoir3___note;devoir4___note;devoir5___note;devoir6___note;devoir7___note;devoir8___note;devoir9___note;devoir10___note;devoir11___note;devoir12___note;devoir13___note;devoir14___note;devoir15___note;devoir16___note;devoir17___note;devoir18___note;devoir19___note;devoir20___note;devoir21___note;devoir22___note;devoir23___note;devoir24___note;devoir1___coeff;devoir2___coeff;devoir3___coeff;devoir4___coeff;devoir5___coeff;devoir6___coeff;devoir7___coeff;devoir8___coeff;devoir9___coeff;devoir10___coeff;devoir11___coeff;devoir12___coeff;devoir13___coeff;devoir14___coeff;devoir15___coeff;devoir16___coeff;devoir17___coeff;devoir18___coeff;devoir19___coeff;devoir20___coeff;devoir21___coeff;devoir22___coeff;devoir23___coeff;devoir24___coeff;devoir1___date;devoir2___date;devoir3___date;devoir4___date;devoir5___date;devoir6___date;devoir7___date;devoir8___date;devoir9___date;devoir10___date;devoir11___date;devoir12___date;devoir13___date;devoir14___date;devoir15___date;devoir16___date;devoir17___date;devoir18___date;devoir19___date;devoir20___date;devoir21___date;devoir22___date;devoir23___date;devoir24___date;devoir1___periode_notation;devoir2___periode_notation;devoir3___periode_notation;devoir4___periode_notation;devoir5___periode_notation;devoir6___periode_notation;devoir7___periode_notation;devoir8___periode_notation;devoir9___periode_notation;devoir10___periode_notation;devoir11___periode_notation;devoir12___periode_notation;devoir13___periode_notation;devoir14___periode_notation;devoir15___periode_notation;devoir16___periode_notation;devoir17___periode_notation;devoir18___periode_notation;devoir19___periode_notation;devoir20___periode_notation;devoir21___periode_notation;devoir22___periode_notation;devoir23___periode_notation;devoir24___periode_notation;eleve_id;prof_id
Éducation physique et sportive;1A;17,00;17,00;17,00;17,00;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;23/11/2023;15/03/2024;17/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;DyJf1T4yDLgrUi52e67pJRZ2osLJ06bgQGRyybEHGAw;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8
Éducation physique et sportive;1A;17,50;18,00;17,00;17,50;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;23/11/2023;15/03/2024;17/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;iZ7mcjzo2OmLsnUjV581ksgku0_jJR2peEFuZcuTmNI;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8
Éducation physique et sportive;1A;15,00;16,00;14,00;15,00;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;23/11/2023;15/03/2024;17/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;0M7YVYNgcnP1fXyEH27kTbI8xI3J_5Y_VDWwdsv78ws;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8
Éducation physique et sportive;1A;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;23/11/2023;15/03/2024;17/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;4z3S0asPCajLU5mtsF-FEH3134hoSvdC56epCyBqqVk;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8
Éducation physique et sportive;1A;16,50;16,00;17,00;16,50;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;23/11/2023;15/03/2024;17/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;-apglKHWvlC1l3Iar9i0OLDsJegtfjEoln1nkM9GlQw;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8
Éducation physique et sportive;1A;18,33;18,00;19,00;18,00;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;23/11/2023;15/03/2024;17/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8
Éducation physique et sportive;1A;17,67;16,00;19,00;18,00;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;23/11/2023;15/03/2024;17/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8
Éducation physique et sportive;1A;18,00;18,00;19,00;17,00;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;23/11/2023;15/03/2024;17/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8
Éducation physique et sportive;1A;18,00;18,00;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;23/11/2023;15/03/2024;17/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;E0lT2maisVx8GUK4mXjN8HD8H33cvDRW8YGPAo03lRg;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8
Éducation physique et sportive;1A;17,67;18,00;18,00;17,00;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;23/11/2023;15/03/2024;17/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;uepqpa_JsfrYacOUpJ7HPdKTMk3VUmS8sPFJqVUAkBA;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8
Éducation physique et sportive;1A;16,67;18,00;16,00;16,00;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;23/11/2023;15/03/2024;17/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;PLfNCUqOUlxw1H1az_cjgV2yoW5Ago62H4WGRzGrx6A;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8
Éducation physique et sportive;1A;17,67;18,00;19,00;16,00;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;23/11/2023;15/03/2024;17/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;7jewNDq3sKFX49MMpfHa7SUVf2DWtQbuTSK6_o9kz_c;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8
Éducation physique et sportive;1A;14,33;15,00;12,00;16,00;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;23/11/2023;15/03/2024;17/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;w3qw7LNY6qnKGFH7BP9Nk4igCL82OZvws08UVvEcybk;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8
Éducation physique et sportive;1A;16,33;17,00;16,00;16,00;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;23/11/2023;15/03/2024;17/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;gIMlSLngj1_RyZWWxPfNzUzR3Ks9EDTMU0QJNtoalEk;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8
Éducation physique et sportive;1A;18,33;18,00;18,50;18,50;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;23/11/2023;15/03/2024;17/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;9W7PDf6tNgiXgJ2GUmtLbhqL_RXtyHo3LCrd_OfQvPk;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8
Éducation physique et sportive;1A;17,00;17,00;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;23/11/2023;15/03/2024;17/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;qytKdqpM1m1lc1PzdbT3tGMwwDtu8mlxoC0vm0HcsTk;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8
Éducation physique et sportive;1A;18,67;19,00;18,50;18,50;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;23/11/2023;15/03/2024;17/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;2Dstl4nD5FvsxwtVwcRss2ARYjelctyUuQRWLgC8PeM;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8
Éducation physique et sportive;1A;18,50;19,00;18,00;18,50;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;23/11/2023;15/03/2024;17/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;nbNO1s36O83B54-tALZW65QNZiOMWN-YU2tzeImkO6A;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8
Éducation physique et sportive;1A;16,83;16,00;17,00;17,50;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;23/11/2023;15/03/2024;17/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;ZzZvoyMYwrVbciTPVkzMLv0vxPOEcR5cgsfowxSs3WQ;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8
Éducation physique et sportive;1A;18,00;18,00;19,00;17,00;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;23/11/2023;15/03/2024;17/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;osRq9D-3-bIyPNSAIcfyge_bCzM2oz9UtCCe64mB1ds;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8
Éducation physique et sportive;1A;17,83;18,00;18,00;17,50;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;23/11/2023;15/03/2024;17/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;f-JAnUKpEjoZvBT7uCnWHaOm3KTDTF7CyGAUJZYiqfI;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8
Éducation physique et sportive;1A;17,67;16,00;18,50;18,50;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;23/11/2023;15/03/2024;17/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;eABFkYXbLomfyZZz07CeDtvdPoDXF3LiJa0j1wLQ_H0;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8
Éducation physique et sportive;1A;18,17;18,00;19,00;17,50;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;23/11/2023;15/03/2024;17/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;GDDietQJISvCsR3bK7Hz_EofL5x2lA2XMV9zVe9YYqg;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8
Éducation physique et sportive;1A;17,67;18,00;17,00;18,00;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;23/11/2023;15/03/2024;17/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;BLa3p_eiISSBdv6nJfXWXWoD72Q7YiK1uYJwjlJz9Jc;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8
Éducation physique et sportive;1A;15,00;16,00;14,00;Abs;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;23/11/2023;15/03/2024;17/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;IV4vrB2AXHzvZuzNG-VBemYYgbeSn6Atfn3JHWm7urg;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8
EMC;1A;15,83;15,00;18,50;14,00;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;x98XOvwoNyehe5aGZFC4QGm8ZPyM6Sof0LJwXpfNP-c;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
EMC;1A;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;Wcv-LGZa8cjaMN8Qs1fgAw91nICobomNCcag577rDCI;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
EMC;1A;17,00;16,50;17,50;Abs;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;Jmb2Zp7OzViHfStfxbPZejJQGwNhalrYDPUL9ackCNk;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
EMC;1A;13,50;15,00;12,00;13,50;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;g34-PymcwTHigMQA-tcOWM7lTXmazA41KO7I5TfRLS4;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
EMC;1A;16,67;13,50;18,50;18,00;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;L4QL8ltgetnUp0hCH1kvkkOXLhS4gL5w0theSjYVYc4;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
EMC;1A;17,75;16,50;19,00;Abs;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
EMC;1A;17,33;15,50;20,00;16,50;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
EMC;1A;15,00;17,00;12,00;16,00;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;DyJf1T4yDLgrUi52e67pJRZ2osLJ06bgQGRyybEHGAw;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
EMC;1A;16,50;16,00;17,00;Abs;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;iZ7mcjzo2OmLsnUjV581ksgku0_jJR2peEFuZcuTmNI;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
EMC;1A;17,33;16,00;20,00;16,00;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;0M7YVYNgcnP1fXyEH27kTbI8xI3J_5Y_VDWwdsv78ws;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
EMC;1A;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;4z3S0asPCajLU5mtsF-FEH3134hoSvdC56epCyBqqVk;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
EMC;1A;13,25;9,00;17,50;Abs;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;-apglKHWvlC1l3Iar9i0OLDsJegtfjEoln1nkM9GlQw;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
EMC;1A;18,08;17,50;16,75;20,00;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;NtxDQ77rDLKF4f-niWAKs5dyTcA6wtOwsSMo1pg1dPY;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
EMC;1A;17,83;17,00;18,50;18,00;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;wV3IqFJNTAlEDlFBhSn7F3oB2EQT95imwa8q2iaBCWE;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
EMC;1A;17,00;13,50;17,50;20,00;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;UQebojALlUhQ92lbdwUPUCuwh_Pd1d5DEZ_BNMXpRAA;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
EMC;1A;18,00;18,00;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;E0lT2maisVx8GUK4mXjN8HD8H33cvDRW8YGPAo03lRg;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
EMC;1A;17,67;15,50;19,00;18,50;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;uepqpa_JsfrYacOUpJ7HPdKTMk3VUmS8sPFJqVUAkBA;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
EMC;1A;13,00;14,00;10,50;14,50;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;PLfNCUqOUlxw1H1az_cjgV2yoW5Ago62H4WGRzGrx6A;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
EMC;1A;16,00;13,00;18,50;16,50;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;7jewNDq3sKFX49MMpfHa7SUVf2DWtQbuTSK6_o9kz_c;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
EMC;1A;18,00;17,00;19,00;Abs;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;w3qw7LNY6qnKGFH7BP9Nk4igCL82OZvws08UVvEcybk;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
EMC;1A;16,50;16,00;17,00;Abs;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;gIMlSLngj1_RyZWWxPfNzUzR3Ks9EDTMU0QJNtoalEk;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
EMC;1A;18,17;16,50;19,00;19,00;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;9W7PDf6tNgiXgJ2GUmtLbhqL_RXtyHo3LCrd_OfQvPk;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
EMC;1A;16,00;16,00;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;qytKdqpM1m1lc1PzdbT3tGMwwDtu8mlxoC0vm0HcsTk;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
EMC;1A;15,17;17,00;12,00;16,50;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;2Dstl4nD5FvsxwtVwcRss2ARYjelctyUuQRWLgC8PeM;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
EMC;1A;18,17;16,50;19,00;19,00;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;nbNO1s36O83B54-tALZW65QNZiOMWN-YU2tzeImkO6A;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
EMC;1A;17,33;16,00;17,00;19,00;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;ZzZvoyMYwrVbciTPVkzMLv0vxPOEcR5cgsfowxSs3WQ;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
EMC;1A;17,50;15,00;19,00;18,50;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;;05/12/2023;11/03/2024;20/05/2024;;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;;;;;;;;;;;;;;;;;;;;;;osRq9D-3-bIyPNSAIcfyge_bCzM2oz9UtCCe64mB1ds;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo
