classes;punition;date;motif;heure;eleve_id
4A;Mot dans le carnet;2023-09-25;Bavardages et manque de concentration.;;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;Devoir supplémentaire;2023-11-24;oublie constant de matériel;;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;Mot dans le carnet;2023-12-05;bavardage incessant;;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;Mot dans le carnet;2024-03-12;BAVARDAGES;;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;Retenue;2024-05-24;Devoirs non faits;;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
2C;Exclusion de cours;2023-11-09;nan;10:10:00;2keK1kYJilcgb72YqeQNU4Xk3jAIzOpqThOyEhB-5vs
2C;Exclusion de cours;2024-04-04;absence de matériel;10:10:00;2keK1kYJilcgb72YqeQNU4Xk3jAIzOpqThOyEhB-5vs
2A;Devoir supplémentaire;2023-10-10;nan;;YFveXouAAW4ybJ3DHojjdzi--DbKgFGYyv3TKm7b5Y4
6C;Mot dans le carnet;2024-01-30;comportement inadmissible en permamnence;;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
6C;Mot dans le carnet;2024-05-21;Manque du respect envers un adulte;;5mGFk-eJGXpzZ-h-HKaOKSWUFuY1Y5fAINU-B5xaBk0
2B;Retenue;2023-10-17;utilisation du téléphone en permanence;;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;Retenue;2023-11-30;ATTITUDE INACCEPTABLE ENVERS L'ENSEIGNANT ET MANQUE DE RESPECT;;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;Retenue;2023-12-12;utilisation du portable;;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;Exclusion de cours;2024-02-14;BAVARDAGES, Prend son téléphone en cours;10:10:00;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;Retenue;2024-03-21;ATTITUDE INACCEPTABLE ENVERS L'ENSEIGNANT ET MANQUE DE RESPECT;;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;Retenue;2024-04-08;Utilisation de télèphone;;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
2B;Exclusion de cours;2024-05-21;nan;10:10:00;QoHj7t0BrPEr5cfr_rnnpjKm1k0HTw1JVHiiXB0okfw
5A;Mot dans le carnet;2023-09-21;travail non fait;;2AfnzR7r-O3GWRcsn0qPnFH-Hg4yK8PjDlJCVmv2OsA
5A;Mot dans le carnet;2023-10-09;bavardage et manque de concentration;;2AfnzR7r-O3GWRcsn0qPnFH-Hg4yK8PjDlJCVmv2OsA
5A;Mot dans le carnet;2023-11-09;bavardage et manque de concentration;;2AfnzR7r-O3GWRcsn0qPnFH-Hg4yK8PjDlJCVmv2OsA
5A;Mot dans le carnet;2023-11-14;bavardage incessant;;2AfnzR7r-O3GWRcsn0qPnFH-Hg4yK8PjDlJCVmv2OsA
5A;Mot dans le carnet;2023-12-01;oublie constant de matériel;;2AfnzR7r-O3GWRcsn0qPnFH-Hg4yK8PjDlJCVmv2OsA
6B;Retenue;2023-09-15;+, Arrivent en classe trés en retard;;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;Retenue;2023-12-04;a frapper son cama;;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;Mot dans le carnet;2024-04-05;nan;;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;Retenue;2024-04-23;il a seché l'heure de permanence et il jouait le foot au plateau sportif sans autorisation et sans surveillance;;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;Mot dans le carnet;2024-05-22;Incivisme;;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
6B;Mot dans le carnet;2024-05-22;nan;;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I
5A;Retenue;2023-10-20;Agitation en classe;;02wcrI0nZSYiwRuhkHrF4X_QtV_cZaIUaJZVyvEFF54
3A;Mot dans le carnet;2023-10-17;nan;;f7ivCKQZ7_UW9R1nnW5Xn05qiTtpZmUC7ywgA27iy18
3A;Exclusion de cours;2023-12-01;insolance;13:50:00;f7ivCKQZ7_UW9R1nnW5Xn05qiTtpZmUC7ywgA27iy18
3A;Exclusion de cours;2024-06-06;retard;11:10:00;f7ivCKQZ7_UW9R1nnW5Xn05qiTtpZmUC7ywgA27iy18
4B;Mot dans le carnet;2023-12-01;Attitude en classe;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
4B;Mot dans le carnet;2023-12-05;Attitude inadmissible en cours;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
4B;Mot dans le carnet;2024-01-12;Bavardages incessants comme d'habitude. Un grand manque de concentration. manque de carnet. Perturbation du cours;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
4B;Mot dans le carnet;2024-01-18;Bavardages incessants ;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
4B;Mot dans le carnet;2024-01-19;attitude inacceptable;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
4B;Mot dans le carnet;2024-01-22;bavardage et manque de concentration;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
4B;Mot dans le carnet;2024-01-26;bavardage incessant;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
4B;Mot dans le carnet;2024-02-01;Agitation en classe, Bavardages incessants. Un grand manque de concentra;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
4B;Mot dans le carnet;2024-02-05;Bavardages incessants ;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
4B;Retenue;2024-02-06;devoir non rendu, Matériel manquant;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
4B;Mot dans le carnet;2024-02-06;Attitude en classe;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
4B;Retenue;2024-02-09;bruit et cri en entrant en permanence;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
4B;Mot dans le carnet;2024-02-13;utilisation du portable;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
4B;Mot dans le carnet;2024-02-22;Bavardage incessant et manque de respect dans la classe, Insolence et bavardages incessantes, manque de respect;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
4B;Devoir supplémentaire;2024-03-11;Agitation en classe, Attitude inadmissible en cours, Bavardages incessants comme d'habitude. Un grand manque de concentration. manque de carnet. Perturbation du cours, Exclusion, Gêne le déroulé du cours et ne fait rien , non respect des règles de vie de classe, Perturbe le cours par d'incessants bavardages malgré les appels à l'orde répétés du professeur.;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
4B;Retenue;2024-03-14;attitude inacceptable;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
4B;Retenue;2024-03-18;Bavardages incessants comme d'habitude. Un grand manque de concentration. manque de carnet. Perturbation du cours;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
4B;Mot dans le carnet;2024-03-18;nan;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
4B;Mot dans le carnet;2024-03-27;Bavardages incessants. Un grand manque de concentra;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
4B;Mot dans le carnet;2024-04-02;comportement inadmissible en permamnence;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
4B;Retenue;2024-04-05;Perturbe le cours de façon répétée malgrè les avertissements du professeur;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
4B;Devoir supplémentaire;2024-04-15;Bavardages incessants et perturbation du cours pendant une évaluation;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
4B;Mot dans le carnet;2024-05-15;Bavardage incessant et manque de respect dans la classe;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
4B;Mot dans le carnet;2024-05-16;ATTITUDE INACCEPTABLE EN CLASSE ENVERS LE PROFESSEUR;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
4B;Mot dans le carnet;2024-05-21;Attitude en classe, bavardages incessants;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
4B;Retenue;2024-05-24;ATTITUDE INACCEPTABLE EN CLASSE ENVERS LE PROFESSEUR;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
4B;Mot dans le carnet;2024-06-05;bavardages incessants;;xYXcW5K9kFaoGy8baVocvEJRJhk_HujWW_7lgzNl1f4
5B;Retenue;2023-10-05;comportement inacceptable en cours en disant des gros mots devant tout le monde;;LlOmyhKkbVI8ZkklpJ98gfOfOJobnZZmOQcSmXUOJW4
5B;Mot dans le carnet;2023-10-12;Dissipation;;LlOmyhKkbVI8ZkklpJ98gfOfOJobnZZmOQcSmXUOJW4
5B;Mot dans le carnet;2023-10-20;Attitude en classe;;LlOmyhKkbVI8ZkklpJ98gfOfOJobnZZmOQcSmXUOJW4
5B;Mot dans le carnet;2023-11-23;Attitude en classe;;LlOmyhKkbVI8ZkklpJ98gfOfOJobnZZmOQcSmXUOJW4
5B;Mot dans le carnet;2023-11-24;ATTITUDE INACCEPTABLE EN CLASSE ENVERS LE PROFESSEUR;;LlOmyhKkbVI8ZkklpJ98gfOfOJobnZZmOQcSmXUOJW4
5B;Mot dans le carnet;2023-11-27;Devoirs non faits;;LlOmyhKkbVI8ZkklpJ98gfOfOJobnZZmOQcSmXUOJW4
5B;Exclusion de cours;2023-12-06;Attitude en classe, défaut de carnet;11:10:00;LlOmyhKkbVI8ZkklpJ98gfOfOJobnZZmOQcSmXUOJW4
5B;Retenue;2023-12-06;Attitude en classe, défaut de carnet;;LlOmyhKkbVI8ZkklpJ98gfOfOJobnZZmOQcSmXUOJW4
5B;Retenue;2023-12-08;Attitude en classe;;LlOmyhKkbVI8ZkklpJ98gfOfOJobnZZmOQcSmXUOJW4
5B;Mot dans le carnet;2023-12-11;bavardage et manque de concentration;;LlOmyhKkbVI8ZkklpJ98gfOfOJobnZZmOQcSmXUOJW4
5B;Mot dans le carnet;2024-01-23;Attitude en classe;;LlOmyhKkbVI8ZkklpJ98gfOfOJobnZZmOQcSmXUOJW4
5B;Mot dans le carnet;2024-02-09;Attitude en classe;;LlOmyhKkbVI8ZkklpJ98gfOfOJobnZZmOQcSmXUOJW4
5B;Retenue;2024-03-21;plus de 4 retards sans excuses;;LlOmyhKkbVI8ZkklpJ98gfOfOJobnZZmOQcSmXUOJW4
5B;Mot dans le carnet;2024-03-22;Agitation en classe;;LlOmyhKkbVI8ZkklpJ98gfOfOJobnZZmOQcSmXUOJW4
5B;Retenue;2024-04-16;a frapper un eleve dans la cour;;LlOmyhKkbVI8ZkklpJ98gfOfOJobnZZmOQcSmXUOJW4
5B;Mot dans le carnet;2024-04-19;Attitude en classe;;LlOmyhKkbVI8ZkklpJ98gfOfOJobnZZmOQcSmXUOJW4
6B;Mot dans le carnet;2023-11-10;Attitude en classe;;xzienFJHJ_npw8jUqi9s8l6NZlMXfhQAe_BRmIgg5mQ
6B;Mot dans le carnet;2024-01-12;Agitation, Arrivent en classe trés en retard, attitude ;;xzienFJHJ_npw8jUqi9s8l6NZlMXfhQAe_BRmIgg5mQ
6B;Mot dans le carnet;2024-01-29;Bavardages et manque de concentration.;;xzienFJHJ_npw8jUqi9s8l6NZlMXfhQAe_BRmIgg5mQ
6B;Mot dans le carnet;2024-03-18;bavardage et manque de concentration;;xzienFJHJ_npw8jUqi9s8l6NZlMXfhQAe_BRmIgg5mQ
6B;Mot dans le carnet;2024-03-29;Attitude en classe;;xzienFJHJ_npw8jUqi9s8l6NZlMXfhQAe_BRmIgg5mQ
6B;Exclusion de cours;2024-04-09;Agitation en classe;13:50:00;xzienFJHJ_npw8jUqi9s8l6NZlMXfhQAe_BRmIgg5mQ
6B;Mot dans le carnet;2024-04-16;Attitude en classe;;xzienFJHJ_npw8jUqi9s8l6NZlMXfhQAe_BRmIgg5mQ
6B;Mot dans le carnet;2024-04-19;attitude ;;xzienFJHJ_npw8jUqi9s8l6NZlMXfhQAe_BRmIgg5mQ
6B;Retenue;2024-04-23;il a seché l'heure de permanence et il jouait le foot au plateau sportif sans autorisation et sans surveillance;;xzienFJHJ_npw8jUqi9s8l6NZlMXfhQAe_BRmIgg5mQ
6B;Mot dans le carnet;2024-05-13;bavardage et manque de concentration;;xzienFJHJ_npw8jUqi9s8l6NZlMXfhQAe_BRmIgg5mQ
6B;Mot dans le carnet;2024-06-05;a frapper son camarade de classe, Agitation en classe;;xzienFJHJ_npw8jUqi9s8l6NZlMXfhQAe_BRmIgg5mQ
5A;Mot dans le carnet;2023-09-25;Bavardages incessants ;;j2bh2ZNs7WW1MYGF0CActQsPYPopNSPPKALgLgP3KIo
5A;Mot dans le carnet;2023-10-09;a frapper son camarade de classe, devoir non rendu;;j2bh2ZNs7WW1MYGF0CActQsPYPopNSPPKALgLgP3KIo
4B;Mot dans le carnet;2024-02-01;Attitude en classe;;WWbZcG6MgN8SMh5rJ-mNVz1OWHJIMnV3MUqVWcQ57A0
4B;Mot dans le carnet;2024-04-09;travail non fait;;WWbZcG6MgN8SMh5rJ-mNVz1OWHJIMnV3MUqVWcQ57A0
5C;Mot dans le carnet;2023-10-19;Agitation en classe, Bavardage incessant et manque de respect dans la classe;;mUyww1TFvE21gEAlCJwaf49eYKknyLcWQXva870dF8E
5C;Mot dans le carnet;2023-12-14;bavardage et manque de concentration;;mUyww1TFvE21gEAlCJwaf49eYKknyLcWQXva870dF8E
5C;Mot dans le carnet;2023-12-18;bavardage et manque de concentration;;mUyww1TFvE21gEAlCJwaf49eYKknyLcWQXva870dF8E
5C;Mot dans le carnet;2023-12-19;Bavardages et manque de concentration.;;mUyww1TFvE21gEAlCJwaf49eYKknyLcWQXva870dF8E
5C;Mot dans le carnet;2023-12-21;Bavardages incessants comme d'habitude. Un grand manque de concentration. manque de carnet. Perturbation du cours;;mUyww1TFvE21gEAlCJwaf49eYKknyLcWQXva870dF8E
5C;Mot dans le carnet;2024-02-20;Bavardages et manque de concentration.;;mUyww1TFvE21gEAlCJwaf49eYKknyLcWQXva870dF8E
5C;Mot dans le carnet;2024-03-14;Bavardages incessants. Un grand manque de concentra;;mUyww1TFvE21gEAlCJwaf49eYKknyLcWQXva870dF8E
5C;Mot dans le carnet;2024-04-16;Bavardages et manque de concentration.;;mUyww1TFvE21gEAlCJwaf49eYKknyLcWQXva870dF8E
5C;Mot dans le carnet;2024-04-18;nan;;mUyww1TFvE21gEAlCJwaf49eYKknyLcWQXva870dF8E
3B;Retenue;2023-09-15;geste deplacé;;zXXmQcjcC45dpYKPlwsCtP6NtS3gTwdkmC3pZUtXaJM
3B;Retenue;2023-10-09;Bavardages et manque de concentration.;;zXXmQcjcC45dpYKPlwsCtP6NtS3gTwdkmC3pZUtXaJM
3B;Mot dans le carnet;2023-11-20;Bavardages incessants, refus de faire son travail . Manque de concentration;;zXXmQcjcC45dpYKPlwsCtP6NtS3gTwdkmC3pZUtXaJM
3B;Mot dans le carnet;2023-11-27;attitude ;;zXXmQcjcC45dpYKPlwsCtP6NtS3gTwdkmC3pZUtXaJM
3B;Mot dans le carnet;2024-02-06;nan;;zXXmQcjcC45dpYKPlwsCtP6NtS3gTwdkmC3pZUtXaJM
3B;Exclusion de cours;2024-04-04;Bavardages incessants ;15:00:00;zXXmQcjcC45dpYKPlwsCtP6NtS3gTwdkmC3pZUtXaJM
3B;Mot dans le carnet;2024-04-08;BAVARDAGES;;zXXmQcjcC45dpYKPlwsCtP6NtS3gTwdkmC3pZUtXaJM
3B;Mot dans le carnet;2024-05-16;Agitation en classe;;zXXmQcjcC45dpYKPlwsCtP6NtS3gTwdkmC3pZUtXaJM
3B;Mot dans le carnet;2024-05-17;bavardage incessant;;zXXmQcjcC45dpYKPlwsCtP6NtS3gTwdkmC3pZUtXaJM
3B;Mot dans le carnet;2024-06-05;Bavardages incessants ;;zXXmQcjcC45dpYKPlwsCtP6NtS3gTwdkmC3pZUtXaJM
3C;Mot dans le carnet;2023-11-27;Bavardages et moqueries;;45yIPpAYnSVOhEGNDJqY2z-f86pmGkD9ubWhQJXKlyQ
3C;Retenue;2023-11-29;est rentée dans la salle d'examans par la fenêtre;;45yIPpAYnSVOhEGNDJqY2z-f86pmGkD9ubWhQJXKlyQ
3C;Retenue;2023-12-13;est rentée dans la salle d'examans par la fenêtre;;45yIPpAYnSVOhEGNDJqY2z-f86pmGkD9ubWhQJXKlyQ
5A;Mot dans le carnet;2023-09-18;bavardage incessant;;gr58m9Shrz7Rs7xUnCs1E9xr0ievSzDAbmFC8G3z6Y0
5A;Mot dans le carnet;2023-09-22;Attitude en classe;;gr58m9Shrz7Rs7xUnCs1E9xr0ievSzDAbmFC8G3z6Y0
5A;Mot dans le carnet;2024-01-22;BAVARDAGES;;gr58m9Shrz7Rs7xUnCs1E9xr0ievSzDAbmFC8G3z6Y0
5A;Mot dans le carnet;2024-01-22;Bavardages incessants ;;gr58m9Shrz7Rs7xUnCs1E9xr0ievSzDAbmFC8G3z6Y0
5A;Retenue;2024-02-19;Humiliation,insultes et imitation d'un élève, oublie constant de matériel, oublis de carnet;;gr58m9Shrz7Rs7xUnCs1E9xr0ievSzDAbmFC8G3z6Y0
5A;Mot dans le carnet;2024-03-14;bavardage incessant;;gr58m9Shrz7Rs7xUnCs1E9xr0ievSzDAbmFC8G3z6Y0
5A;Mot dans le carnet;2024-04-22;Incivisme;;gr58m9Shrz7Rs7xUnCs1E9xr0ievSzDAbmFC8G3z6Y0
5A;Retenue;2024-05-17;non respect des règles de vie de classe;;gr58m9Shrz7Rs7xUnCs1E9xr0ievSzDAbmFC8G3z6Y0
5A;Mot dans le carnet;2024-05-23;bavardage incessant;;gr58m9Shrz7Rs7xUnCs1E9xr0ievSzDAbmFC8G3z6Y0
5A;Retenue;2024-06-06;Joue dans la classe and n'a pas fait sa tache;;gr58m9Shrz7Rs7xUnCs1E9xr0ievSzDAbmFC8G3z6Y0
6B;Mot dans le carnet;2023-10-16;bavardage et manque de concentration;;PygpTCbtBVCVCce-d33bRKh1AzQsZkuIkinf_ZoitYE
6B;Mot dans le carnet;2024-03-18;Bavardage incessant et manque de respect dans la classe;;PygpTCbtBVCVCce-d33bRKh1AzQsZkuIkinf_ZoitYE
6B;Exclusion de cours;2024-04-02;Attitude en classe;08:00:00;PygpTCbtBVCVCce-d33bRKh1AzQsZkuIkinf_ZoitYE
6B;Mot dans le carnet;2024-05-13;bavardage incessant;;PygpTCbtBVCVCce-d33bRKh1AzQsZkuIkinf_ZoitYE
6A;Mot dans le carnet;2023-09-19;Agitation en classe;;oL5SlOR074xMfGq9Idm2nX384s-kOI8f-sDCWaWcse8
6A;Mot dans le carnet;2023-09-22;Agitation en classe;;oL5SlOR074xMfGq9Idm2nX384s-kOI8f-sDCWaWcse8
6A;Exclusion de cours;2023-09-22;Agitation en classe, Bavardages incessants ;08:00:00;oL5SlOR074xMfGq9Idm2nX384s-kOI8f-sDCWaWcse8
6A;Retenue;2023-10-13;Agitation en classe, bavardage incessant;;oL5SlOR074xMfGq9Idm2nX384s-kOI8f-sDCWaWcse8
6A;Mot dans le carnet;2023-10-18;Agitation en classe;;oL5SlOR074xMfGq9Idm2nX384s-kOI8f-sDCWaWcse8
6A;Devoir supplémentaire;2023-11-16;attitude inacceptable;;oL5SlOR074xMfGq9Idm2nX384s-kOI8f-sDCWaWcse8
6A;Exclusion de cours;2023-12-08;Retard injustifié;12:50:00;oL5SlOR074xMfGq9Idm2nX384s-kOI8f-sDCWaWcse8
6A;Exclusion de cours;2024-02-14;Refus de participer, de travailler;11:10:00;oL5SlOR074xMfGq9Idm2nX384s-kOI8f-sDCWaWcse8
6A;Mot dans le carnet;2024-03-27;Attitude en classe;;oL5SlOR074xMfGq9Idm2nX384s-kOI8f-sDCWaWcse8
6A;Mot dans le carnet;2024-04-05;nan;;oL5SlOR074xMfGq9Idm2nX384s-kOI8f-sDCWaWcse8
6A;Mot dans le carnet;2024-04-05;Attitude en classe;;oL5SlOR074xMfGq9Idm2nX384s-kOI8f-sDCWaWcse8
6A;Retenue;2024-05-13;Attitude en classe;;oL5SlOR074xMfGq9Idm2nX384s-kOI8f-sDCWaWcse8
6A;Mot dans le carnet;2024-05-20;attitude inacceptable, bavardage incessant;;oL5SlOR074xMfGq9Idm2nX384s-kOI8f-sDCWaWcse8
6A;Mot dans le carnet;2024-05-23;Agitation en classe, BAVARDAGES;;oL5SlOR074xMfGq9Idm2nX384s-kOI8f-sDCWaWcse8
2C;Exclusion de cours;2023-09-08;nan;11:10:00;CXfor_oxj-6dL0rWhRaQMZjxi-NUALh6Xce9WNuh9Ug
2B;Mot dans le carnet;2023-11-07;Attitude en classe;;CXfor_oxj-6dL0rWhRaQMZjxi-NUALh6Xce9WNuh9Ug
2B;Retenue;2023-12-15;Bavardage incessant et manque de respect dans la classe;;CXfor_oxj-6dL0rWhRaQMZjxi-NUALh6Xce9WNuh9Ug
2B;Exclusion de cours;2024-04-03;Bavardages incessants. Un grand manque de concentra;10:10:00;CXfor_oxj-6dL0rWhRaQMZjxi-NUALh6Xce9WNuh9Ug
2B;Mot dans le carnet;2024-05-22;Bavardages incessants ;;CXfor_oxj-6dL0rWhRaQMZjxi-NUALh6Xce9WNuh9Ug
3B;Retenue;2023-10-06;non respect du réglement intérieur;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Mot dans le carnet;2023-11-20;Bavardages et manque de concentration.;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Mot dans le carnet;2023-11-20;attitude inacceptable;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Retenue;2023-11-24;bavardage et manque de concentration;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Mot dans le carnet;2023-11-27;Bavardages incessants ;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Mot dans le carnet;2023-11-27;Bavardage incessant et manque de respect dans la classe;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Mot dans le carnet;2023-11-28;Attitude en classe;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Retenue;2023-11-29;Devoirs non faits;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Mot dans le carnet;2023-12-05;bavardages incessants;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Mot dans le carnet;2023-12-12;dégradation du matériel;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Mot dans le carnet;2024-01-09;Utilisation du téléphone portable dans la cour;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Mot dans le carnet;2024-01-22;nan;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Mot dans le carnet;2024-01-22;Attitude en classe;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Mot dans le carnet;2024-01-23;Bavardage incessant et manque de respect dans la classe;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Exclusion de cours;2024-01-25;BAVARDAGES;15:00:00;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Mot dans le carnet;2024-01-29;bavardage;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Mot dans le carnet;2024-02-06;nan;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Mot dans le carnet;2024-02-06;nan;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Retenue;2024-02-08;Dégradation;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Retenue;2024-02-09;utilisation du téléphone en permanence;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Retenue;2024-02-15;travail non fait;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Retenue;2024-03-11;Tricherie;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Retenue;2024-03-26;Utilisation de télèphone;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Exclusion de cours;2024-03-27;Refus des consignes;09:00:00;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Mot dans le carnet;2024-03-28;Utilisation de télèphone;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Exclusion de cours;2024-04-24;bavardage et manque de concentration;09:00:00;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Mot dans le carnet;2024-05-13;bavardage et manque de concentration;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Mot dans le carnet;2024-05-16;Comportement inacceptable en classe;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Mot dans le carnet;2024-05-16;Incivisme;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Exclusion de cours;2024-05-30;Bavardages incessants ;15:00:00;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Exclusion de cours;2024-06-03;Insolence et bavardages incessantes;12:50:00;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Retenue;2024-06-03;Attitude en classe;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Mot dans le carnet;2024-06-24;Incivisme;;-qJCG7RbFJqt8-HgOeVK_oxSorEzZGAkURf_4-r58EQ
3B;Mot dans le carnet;2024-02-22;bavardage incessant;;uPFDilel9NGBDgJXsOioKkB0hCiAZyYy79EniaUpeC0
5A;Retenue;2023-10-09;Agitation en classe, bavardage incessant;;LGsc1eEyH3qvTvADBOgd54vPVtZpjzy8gfgvLacNO8A
5A;Mot dans le carnet;2023-10-16;Bavardages et manque de concentration.;;LGsc1eEyH3qvTvADBOgd54vPVtZpjzy8gfgvLacNO8A
5A;Mot dans le carnet;2023-11-20;Bavardages et manque de concentration.;;LGsc1eEyH3qvTvADBOgd54vPVtZpjzy8gfgvLacNO8A
5A;Mot dans le carnet;2023-12-01;bavardages incessants;;LGsc1eEyH3qvTvADBOgd54vPVtZpjzy8gfgvLacNO8A
5A;Mot dans le carnet;2024-01-12;ATTITUDE INACCEPTABLE EN CLASSE ENVERS LE PROFESSEUR;;LGsc1eEyH3qvTvADBOgd54vPVtZpjzy8gfgvLacNO8A
