classes;motif;regle;date;heure;duree;eleve_id
6B;PROBLEME DE TRANSPORT;O;2024-02-08;08:00:00;00:05:00;kpWZEFB3rSR5WcZsr20XHb1xKtRFde52qg2fgUF24yI
6B;PROBLEME DE TRANSPORT;O;2024-03-19;08:00:00;00:05:00;kpWZEFB3rSR5WcZsr20XHb1xKtRFde52qg2fgUF24yI
6B;SANS EXCUSES;O;2024-04-19;10:10:00;00:05:00;kpWZEFB3rSR5WcZsr20XHb1xKtRFde52qg2fgUF24yI
6B;SANS EXCUSES;O;2024-04-22;10:10:00;00:05:00;kpWZEFB3rSR5WcZsr20XHb1xKtRFde52qg2fgUF24yI
6B;PROBLEME DE TRANSPORT;O;2024-06-19;08:00:00;00:05:00;kpWZEFB3rSR5WcZsr20XHb1xKtRFde52qg2fgUF24yI
4A;SANS EXCUSES;O;2023-09-14;15:00:00;00:05:00;Md0C_U3nCy4cLhtrytEfaVFMe2bwc6jneeDjEGhQeeU
4A;SANS EXCUSES;O;2023-12-01;12:50:00;00:05:00;Md0C_U3nCy4cLhtrytEfaVFMe2bwc6jneeDjEGhQeeU
4A;SANS EXCUSES;O;2023-12-04;10:10:00;00:05:00;Md0C_U3nCy4cLhtrytEfaVFMe2bwc6jneeDjEGhQeeU
4A;SANS EXCUSES;O;2024-01-22;13:50:00;00:05:00;Md0C_U3nCy4cLhtrytEfaVFMe2bwc6jneeDjEGhQeeU
4A;SANS EXCUSES;O;2024-02-13;10:10:00;00:05:00;Md0C_U3nCy4cLhtrytEfaVFMe2bwc6jneeDjEGhQeeU
4A;PROBLEME DE TRANSPORT;O;2024-03-22;08:00:00;00:05:00;Md0C_U3nCy4cLhtrytEfaVFMe2bwc6jneeDjEGhQeeU
4A;SANS EXCUSES;O;2024-06-03;13:50:00;00:05:00;Md0C_U3nCy4cLhtrytEfaVFMe2bwc6jneeDjEGhQeeU
4C;SANS EXCUSES;O;2023-11-20;10:10:00;00:05:00;U_KBw26ilo4hlUmBWlNj4EgLPJByacHZpoGKc2wPMJU
4C;SANS EXCUSES;O;2024-01-29;10:10:00;00:05:00;U_KBw26ilo4hlUmBWlNj4EgLPJByacHZpoGKc2wPMJU
4C;SANS EXCUSES;O;2024-02-01;13:50:00;00:05:00;U_KBw26ilo4hlUmBWlNj4EgLPJByacHZpoGKc2wPMJU
4C;SANS EXCUSES;O;2024-02-19;15:00:00;00:05:00;U_KBw26ilo4hlUmBWlNj4EgLPJByacHZpoGKc2wPMJU
4C;PROBLEME DE TRANSPORT;O;2024-04-22;08:00:00;00:05:00;U_KBw26ilo4hlUmBWlNj4EgLPJByacHZpoGKc2wPMJU
3B;SANS EXCUSES;O;2024-02-19;15:00:00;00:05:00;suNdCZ3D03WYe0rNab81_oBDhE4Ds2-9AhnwrHuCb3Y
2B;SANS EXCUSES;O;2023-09-07;10:10:00;00:05:00;vW_M2cj2HsKw75JdCYmu1dTpDXoFcfwug4d4zcOUVSw
2B;SANS EXCUSES;O;2023-11-15;10:10:00;00:05:00;vW_M2cj2HsKw75JdCYmu1dTpDXoFcfwug4d4zcOUVSw
2B;SANS EXCUSES;O;2023-11-22;10:10:00;00:05:00;vW_M2cj2HsKw75JdCYmu1dTpDXoFcfwug4d4zcOUVSw
2B;SANS EXCUSES;O;2023-11-23;12:50:00;00:05:00;vW_M2cj2HsKw75JdCYmu1dTpDXoFcfwug4d4zcOUVSw
2B;SANS EXCUSES;O;2023-12-11;15:00:00;00:05:00;vW_M2cj2HsKw75JdCYmu1dTpDXoFcfwug4d4zcOUVSw
2B;SANS EXCUSES;O;2023-12-21;12:50:00;00:05:00;vW_M2cj2HsKw75JdCYmu1dTpDXoFcfwug4d4zcOUVSw
2B;SANS EXCUSES;O;2024-05-30;10:10:00;00:05:00;vW_M2cj2HsKw75JdCYmu1dTpDXoFcfwug4d4zcOUVSw
3A;PROBLEME DE TRANSPORT;O;2023-09-08;08:00:00;00:05:00;QEbWXwA71sHvthHjRJ4pjXf7yK1r2oAg2P9EeNnqglI
3A;PROBLEME DE TRANSPORT;O;2023-09-22;08:00:00;00:05:00;QEbWXwA71sHvthHjRJ4pjXf7yK1r2oAg2P9EeNnqglI
3A;PROBLEME DE TRANSPORT;O;2023-10-03;08:00:00;00:05:00;QEbWXwA71sHvthHjRJ4pjXf7yK1r2oAg2P9EeNnqglI
3A;SANS EXCUSES;O;2023-11-24;15:00:00;00:05:00;QEbWXwA71sHvthHjRJ4pjXf7yK1r2oAg2P9EeNnqglI
3A;PROBLEME DE TRANSPORT;O;2024-01-10;08:00:00;00:05:00;QEbWXwA71sHvthHjRJ4pjXf7yK1r2oAg2P9EeNnqglI
3A;PROBLEME DE TRANSPORT;O;2024-01-17;08:00:00;00:05:00;QEbWXwA71sHvthHjRJ4pjXf7yK1r2oAg2P9EeNnqglI
3A;PROBLEME DE TRANSPORT;O;2024-02-16;08:00:00;00:05:00;QEbWXwA71sHvthHjRJ4pjXf7yK1r2oAg2P9EeNnqglI
3A;PROBLEME DE TRANSPORT;O;2024-02-20;08:00:00;00:05:00;QEbWXwA71sHvthHjRJ4pjXf7yK1r2oAg2P9EeNnqglI
3A;SANS EXCUSES;O;2024-02-20;10:10:00;00:05:00;QEbWXwA71sHvthHjRJ4pjXf7yK1r2oAg2P9EeNnqglI
3A;PROBLEME DE TRANSPORT;O;2024-02-22;08:00:00;00:05:00;QEbWXwA71sHvthHjRJ4pjXf7yK1r2oAg2P9EeNnqglI
3A;PROBLEME DE TRANSPORT;O;2024-04-02;08:00:00;00:05:00;QEbWXwA71sHvthHjRJ4pjXf7yK1r2oAg2P9EeNnqglI
5C;PROBLEME DE TRANSPORT;O;2023-09-14;08:00:00;00:05:00;5tBLiS1TX3ckO4BvHgsbmumGi4AImkGDlE8lzU1NQwI
5C;SANS EXCUSES;O;2023-10-11;10:10:00;00:05:00;5tBLiS1TX3ckO4BvHgsbmumGi4AImkGDlE8lzU1NQwI
5C;PROBLEME DE TRANSPORT;O;2023-11-07;08:00:00;00:05:00;5tBLiS1TX3ckO4BvHgsbmumGi4AImkGDlE8lzU1NQwI
5C;PROBLEME DE TRANSPORT;O;2023-11-24;08:00:00;00:05:00;5tBLiS1TX3ckO4BvHgsbmumGi4AImkGDlE8lzU1NQwI
5C;PROBLEME DE TRANSPORT;O;2024-01-08;08:00:00;00:05:00;5tBLiS1TX3ckO4BvHgsbmumGi4AImkGDlE8lzU1NQwI
5C;PROBLEME DE TRANSPORT;O;2024-01-30;08:00:00;00:05:00;5tBLiS1TX3ckO4BvHgsbmumGi4AImkGDlE8lzU1NQwI
5C;PROBLEME DE TRANSPORT;O;2024-03-21;08:00:00;00:05:00;5tBLiS1TX3ckO4BvHgsbmumGi4AImkGDlE8lzU1NQwI
5C;SANS EXCUSES;O;2024-05-20;15:00:00;00:05:00;5tBLiS1TX3ckO4BvHgsbmumGi4AImkGDlE8lzU1NQwI
6A;SANS EXCUSES;O;2023-10-09;13:50:00;00:05:00;14KToI0tyl8jO9tTPSB_Nl4BnLEW_8rkNX7g0JbhtXA
6A;SANS EXCUSES;O;2023-10-20;12:50:00;00:05:00;14KToI0tyl8jO9tTPSB_Nl4BnLEW_8rkNX7g0JbhtXA
6A;SANS EXCUSES;O;2023-11-21;15:00:00;00:05:00;14KToI0tyl8jO9tTPSB_Nl4BnLEW_8rkNX7g0JbhtXA
6A;SANS EXCUSES;O;2024-02-02;10:10:00;00:05:00;14KToI0tyl8jO9tTPSB_Nl4BnLEW_8rkNX7g0JbhtXA
6A;SANS EXCUSES;O;2024-05-27;13:50:00;00:05:00;14KToI0tyl8jO9tTPSB_Nl4BnLEW_8rkNX7g0JbhtXA
6B;SANS EXCUSES;O;2023-10-12;10:10:00;00:05:00;pnOYSPGqDnfTkQybynIme0aPiD7XUtwfGe8_Cr3RsiQ
6B;PROBLEME DE TRANSPORT;O;2023-11-24;08:00:00;00:05:00;pnOYSPGqDnfTkQybynIme0aPiD7XUtwfGe8_Cr3RsiQ
6B;SANS EXCUSES;O;2023-12-04;13:50:00;00:05:00;pnOYSPGqDnfTkQybynIme0aPiD7XUtwfGe8_Cr3RsiQ
6B;SANS EXCUSES;O;2023-12-15;09:00:00;00:05:00;pnOYSPGqDnfTkQybynIme0aPiD7XUtwfGe8_Cr3RsiQ
6B;SANS EXCUSES;O;2024-01-08;15:00:00;00:05:00;pnOYSPGqDnfTkQybynIme0aPiD7XUtwfGe8_Cr3RsiQ
6B;PROBLEME DE TRANSPORT;O;2024-01-19;08:00:00;00:05:00;pnOYSPGqDnfTkQybynIme0aPiD7XUtwfGe8_Cr3RsiQ
6B;PROBLEME DE TRANSPORT;O;2024-02-08;08:00:00;00:05:00;pnOYSPGqDnfTkQybynIme0aPiD7XUtwfGe8_Cr3RsiQ
6B;PROBLEME DE TRANSPORT;O;2024-02-21;08:00:00;00:05:00;pnOYSPGqDnfTkQybynIme0aPiD7XUtwfGe8_Cr3RsiQ
6B;PROBLEME DE TRANSPORT;O;2024-03-13;08:00:00;00:05:00;pnOYSPGqDnfTkQybynIme0aPiD7XUtwfGe8_Cr3RsiQ
6B;PROBLEME DE TRANSPORT;O;2024-03-20;08:00:00;00:05:00;pnOYSPGqDnfTkQybynIme0aPiD7XUtwfGe8_Cr3RsiQ
6B;SANS EXCUSES;O;2024-04-08;16:00:00;00:05:00;pnOYSPGqDnfTkQybynIme0aPiD7XUtwfGe8_Cr3RsiQ
6B;SANS EXCUSES;O;2024-04-19;10:10:00;00:05:00;pnOYSPGqDnfTkQybynIme0aPiD7XUtwfGe8_Cr3RsiQ
6B;PROBLEME DE TRANSPORT;O;2024-04-24;08:00:00;00:05:00;pnOYSPGqDnfTkQybynIme0aPiD7XUtwfGe8_Cr3RsiQ
6B;SANS EXCUSES;O;2024-06-07;13:50:00;00:05:00;pnOYSPGqDnfTkQybynIme0aPiD7XUtwfGe8_Cr3RsiQ
6B;Motif non encore connu;N;2024-06-13;08:00:00;00:07:00;pnOYSPGqDnfTkQybynIme0aPiD7XUtwfGe8_Cr3RsiQ
3A;PROBLEME DE TRANSPORT;O;2023-09-22;08:00:00;00:05:00;D5G7KYQ3HwW0OFAlkkm-NU8nmb237DheDYkml1V4-ro
3A;PROBLEME DE TRANSPORT;O;2024-01-23;08:00:00;00:05:00;D5G7KYQ3HwW0OFAlkkm-NU8nmb237DheDYkml1V4-ro
3A;Motif non encore connu;N;2024-06-04;15:00:00;00:09:00;D5G7KYQ3HwW0OFAlkkm-NU8nmb237DheDYkml1V4-ro
3A;Motif non encore connu;N;2024-06-07;13:50:00;00:10:00;D5G7KYQ3HwW0OFAlkkm-NU8nmb237DheDYkml1V4-ro
5B;PROBLEME DE TRANSPORT;O;2023-09-13;08:00:00;00:05:00;2Tm1cjBumw-ZdqAM4a59ijnW-1oGsIaTZGsZWfJW-DI
5B;SANS EXCUSES;O;2023-10-02;10:10:00;00:05:00;2Tm1cjBumw-ZdqAM4a59ijnW-1oGsIaTZGsZWfJW-DI
5B;SANS EXCUSES;O;2023-12-01;13:50:00;00:05:00;2Tm1cjBumw-ZdqAM4a59ijnW-1oGsIaTZGsZWfJW-DI
1B/C;PROBLEME DE TRANSPORT;O;2023-09-13;08:00:00;00:05:00;lNEJ5a05KaUVUoLSYuMlQPkOfjII_JkqOjvBm4EPRr8
1B/C;Motif non encore connu;N;2024-02-02;12:50:00;00:05:00;lNEJ5a05KaUVUoLSYuMlQPkOfjII_JkqOjvBm4EPRr8
1B/C;Motif non encore connu;N;2024-04-04;13:50:00;00:20:00;lNEJ5a05KaUVUoLSYuMlQPkOfjII_JkqOjvBm4EPRr8
2A;PROBLEME DE TRANSPORT;O;2024-01-12;08:00:00;00:05:00;M_jP9RdLEO2IebxVaa0FarH0S6G_V4285Eekfi8KF8c
2A;SANS EXCUSES;O;2024-03-21;10:10:00;00:05:00;M_jP9RdLEO2IebxVaa0FarH0S6G_V4285Eekfi8KF8c
2A;PROBLEME DE TRANSPORT;O;2024-03-25;10:10:00;00:05:00;M_jP9RdLEO2IebxVaa0FarH0S6G_V4285Eekfi8KF8c
2A;SANS EXCUSES;O;2024-05-20;12:50:00;00:05:00;M_jP9RdLEO2IebxVaa0FarH0S6G_V4285Eekfi8KF8c
Terminale;PROBLEME DE TRANSPORT;O;2024-03-27;12:50:00;00:05:00;xKhhMC-YLHuiAmcOgHYCvRdP-3sB6NcrEESmcOCTjIk
5B;SANS EXCUSES;O;2023-12-07;13:50:00;00:05:00;Uy6e4GUVxQgWxrJjiUA73GVuFtpzq7j1qtv0e8-gxXs
5B;PROBLEME DE TRANSPORT;O;2023-12-11;08:00:00;00:05:00;Uy6e4GUVxQgWxrJjiUA73GVuFtpzq7j1qtv0e8-gxXs
5A;SANS EXCUSES;O;2024-01-09;11:10:00;00:05:00;EQ-frbuXUubU0pa_LkVPT8CLIaPTJQMRnbBoIOyeUI0
5A;SANS EXCUSES;O;2024-03-28;12:50:00;00:05:00;EQ-frbuXUubU0pa_LkVPT8CLIaPTJQMRnbBoIOyeUI0
5A;PROBLEME DE TRANSPORT;O;2024-05-28;08:00:00;00:05:00;EQ-frbuXUubU0pa_LkVPT8CLIaPTJQMRnbBoIOyeUI0
5A;PROBLEME DE TRANSPORT;O;2024-06-03;08:00:00;00:05:00;EQ-frbuXUubU0pa_LkVPT8CLIaPTJQMRnbBoIOyeUI0
5A;SANS EXCUSES;O;2024-06-07;12:50:00;00:05:00;EQ-frbuXUubU0pa_LkVPT8CLIaPTJQMRnbBoIOyeUI0
Terminale;PROBLEME DE TRANSPORT;O;2023-11-14;08:00:00;00:05:00;cgNR-1My2greON5hP6rjr3twfqcuGwyHAPntVI1wVWk
Terminale;Motif non encore connu;N;2023-12-01;09:00:00;00:05:00;cgNR-1My2greON5hP6rjr3twfqcuGwyHAPntVI1wVWk
Terminale;SANS EXCUSES;O;2024-01-10;10:10:00;00:05:00;cgNR-1My2greON5hP6rjr3twfqcuGwyHAPntVI1wVWk
Terminale;PROBLEME DE TRANSPORT;O;2024-02-07;08:00:00;00:05:00;cgNR-1My2greON5hP6rjr3twfqcuGwyHAPntVI1wVWk
Terminale;PROBLEME DE TRANSPORT;O;2024-03-11;08:00:00;00:05:00;cgNR-1My2greON5hP6rjr3twfqcuGwyHAPntVI1wVWk
Terminale;SANS EXCUSES;O;2024-03-29;10:10:00;00:05:00;cgNR-1My2greON5hP6rjr3twfqcuGwyHAPntVI1wVWk
Terminale;PROBLEME DE TRANSPORT;O;2024-04-15;08:00:00;00:05:00;cgNR-1My2greON5hP6rjr3twfqcuGwyHAPntVI1wVWk
4A;PROBLEME DE TRANSPORT;O;2023-09-11;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;SANS EXCUSES;O;2023-09-14;15:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2023-09-21;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;SANS EXCUSES;O;2023-10-02;12:50:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2023-11-15;08:00:00;00:18:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2023-11-16;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;SANS EXCUSES;O;2023-11-21;15:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2023-11-22;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;SANS EXCUSES;O;2023-11-28;10:10:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2023-11-29;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2023-12-01;09:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2023-12-06;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;SANS EXCUSES;O;2023-12-12;15:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2023-12-13;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2023-12-14;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2023-12-15;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2023-12-19;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-01-09;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;SANS EXCUSES;O;2024-01-09;10:10:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-01-10;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;SANS EXCUSES;O;2024-01-15;10:10:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;SANS EXCUSES;O;2024-01-15;12:50:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;SANS EXCUSES;O;2024-01-16;10:10:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-01-17;08:00:00;00:13:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-01-18;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;SANS EXCUSES;O;2024-01-19;10:10:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;SANS EXCUSES;O;2024-01-23;10:10:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-01-26;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-01-30;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-01-31;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-02-06;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;SANS EXCUSES;O;2024-02-06;10:10:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-02-07;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-02-08;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;SANS EXCUSES;O;2024-02-13;10:10:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;SANS EXCUSES;O;2024-02-13;15:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-02-22;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-03-12;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-03-13;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-03-19;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-03-20;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-03-21;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-03-22;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-03-26;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-04-02;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-04-03;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-04-04;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-04-05;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-04-09;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-04-16;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-04-17;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-04-19;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-04-22;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-04-24;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-04-25;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-05-14;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-05-16;09:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-05-21;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-05-23;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-05-29;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;SANS EXCUSES;O;2024-06-04;10:10:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-06-05;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;PROBLEME DE TRANSPORT;O;2024-06-14;08:00:00;00:05:00;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
1A;PROBLEME DE TRANSPORT;O;2023-09-05;10:10:00;00:05:00;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY
1A;SANS EXCUSES;O;2023-10-02;11:10:00;00:05:00;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY
1A;PROBLEME DE TRANSPORT;O;2023-11-29;15:00:00;00:05:00;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY
1A;SANS EXCUSES;O;2023-11-30;11:10:00;00:05:00;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY
1A;PROBLEME DE TRANSPORT;O;2023-12-04;15:00:00;00:05:00;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY
2C;SANS EXCUSES;O;2023-11-21;13:50:00;00:05:00;2keK1kYJilcgb72YqeQNU4Xk3jAIzOpqThOyEhB-5vs
2C;SANS EXCUSES;O;2023-12-20;12:50:00;00:05:00;2keK1kYJilcgb72YqeQNU4Xk3jAIzOpqThOyEhB-5vs
2C;SANS EXCUSES;O;2024-01-24;12:50:00;00:05:00;2keK1kYJilcgb72YqeQNU4Xk3jAIzOpqThOyEhB-5vs
2C;PROBLEME DE TRANSPORT;O;2024-02-09;08:00:00;00:05:00;2keK1kYJilcgb72YqeQNU4Xk3jAIzOpqThOyEhB-5vs
2C;PROBLEME DE TRANSPORT;O;2024-02-13;08:00:00;00:05:00;2keK1kYJilcgb72YqeQNU4Xk3jAIzOpqThOyEhB-5vs
2C;Motif non encore connu;N;2024-05-31;15:00:00;00:30:00;2keK1kYJilcgb72YqeQNU4Xk3jAIzOpqThOyEhB-5vs
Terminale;PROBLEME DE TRANSPORT;O;2023-09-19;08:00:00;00:05:00;K_4OKrHF9AfIMW8Aktha0ti5S2jIhYzJ-KfEzVm1sGw
Terminale;PROBLEME DE TRANSPORT;O;2024-05-20;08:00:00;00:05:00;K_4OKrHF9AfIMW8Aktha0ti5S2jIhYzJ-KfEzVm1sGw
3A;PROBLEME DE TRANSPORT;O;2023-09-19;08:00:00;00:05:00;TR2zm1Nbrx8P_DOJCMx8d3mi5F_9uINT1tOHUIiyD4I
3A;PROBLEME DE TRANSPORT;O;2023-09-22;08:00:00;00:05:00;TR2zm1Nbrx8P_DOJCMx8d3mi5F_9uINT1tOHUIiyD4I
3A;PROBLEME DE TRANSPORT;O;2024-01-31;08:00:00;00:05:00;TR2zm1Nbrx8P_DOJCMx8d3mi5F_9uINT1tOHUIiyD4I
1B/C;PROBLEME DE TRANSPORT;O;2023-09-19;08:00:00;00:05:00;rCQ6CzAbLrwDryL5-vw_7QXkLT1qK4ujF3zrOsgU3fE
1B/C;Motif non encore connu;N;2023-12-21;12:50:00;00:05:00;rCQ6CzAbLrwDryL5-vw_7QXkLT1qK4ujF3zrOsgU3fE
