classes;periode;appr;eleve_id
3A;;Un bilan insuffisant. Lina n' a pas appliqué les conseils du premier trimestre : elle doit se montrer plus impliquée en classe, poser des questions régulièrement afin d' améliorer sa compréhension en cours et lors des évaluations. Il est essentiel de se saisir des aménagements proposés afin de progresser et d' aborder les épreuves écrites plus sereinement. De plus, le travail personnel devra être soutenu jusqu' en juillet ! Nous sommes derrière toi Lina, n' hésite pas à nous solliciter.;QEbWXwA71sHvthHjRJ4pjXf7yK1r2oAg2P9EeNnqglI
3A;;Un trimestre trop juste. Les difficultés de compréhension et de mémorisation persistent. Cependant, l' attitude agréable et sérieuse de Lina en classe seront des atouts non négligeables pour réussir en 2de pro. Bon courage pour les dernières révisions et bonne continuation Lina !;QEbWXwA71sHvthHjRJ4pjXf7yK1r2oAg2P9EeNnqglI
5C;;Un très bon trimestre. Soraya s' est distinguée par son grand sérieux et son excellente implication en classe. Le travail est régulier, de qualité, et les résultats très satisfaisants. Félicitations Soraya, continue ainsi !;5tBLiS1TX3ckO4BvHgsbmumGi4AImkGDlE8lzU1NQwI
5C;;Un très bon trimestre avec des résultats très satisfaisants dans l' ensemble. Soraya s' est montrée sérieuse, impliquée dans le travail de la classe et régulière dans son travail personnel. Bravo Soraya ! En conservant cet état d' esprit, tu pourras sans mal corriger les petites fragilités en sciences.;5tBLiS1TX3ckO4BvHgsbmumGi4AImkGDlE8lzU1NQwI
5C;;Un très bon trimestre qui conclut une superbe année. Soraya s' est de nouveau montrée attentive, impliquée, et son travail personnel régulier a permis des progrès constants. Félicitations pour tes efforts Soraya !;5tBLiS1TX3ckO4BvHgsbmumGi4AImkGDlE8lzU1NQwI
6A;;Mahmoud obtient de très bons résultats, les enseignants saluent tes capacités en termes de sérieux et de qualité de travail et t'invites à fournir plus d'efforts dans le travail personnel et à rester concentré dans toutes les disciplines. Nous comptons sur toi pour suivre ces conseils et exceller au prochain trimestre, tu en es capable.;14KToI0tyl8jO9tTPSB_Nl4BnLEW_8rkNX7g0JbhtXA
6A;;Mahmoud réalise un bon trimestre marqué par un progrès des résultats. L'équipe pédagogique salue tes efforts, souligne tes capacités et t'invite à les généraliser dans toutes les disciplines tout en restant concentré.;14KToI0tyl8jO9tTPSB_Nl4BnLEW_8rkNX7g0JbhtXA
6A;;Mahmoud réalise un très bon trimestre, il fournit un travail sérieux et régulier, et se montre impliqué en classe. Nous comptons sur toi pour gagner en concentration l’année prochaine afin d’exceller en classe  de 5ème. Elève ayant participé à un MUN, Mini-MUN DAUDET (Model of United Nations) organisé en interne par le club du lycée.;14KToI0tyl8jO9tTPSB_Nl4BnLEW_8rkNX7g0JbhtXA
6B;;Un premier bilan très irrégulier. Si les efforts sont reconnus par l'ensemble des professeurs, Lilya gagnerait cependant à participer et s'investir davantage dans l'ensemble des matières et à travailler davantage à la maison. Elle doit prendre confiance en elle pour améliorer sa méthode de travail. Nous comptons sur elle pour persévérer.;pnOYSPGqDnfTkQybynIme0aPiD7XUtwfGe8_Cr3RsiQ
6B;;Un trimestre timide pour Lilya qui parvient à s'impliquer dans certaines matières mais qui reste en retrait dans d'autres. Un manque d'effort et sans doute un déficit de méthode est constaté dans certaines matières. Nous vous invitons donc à vous investir en classe et à la maison, et ce, dans l'ensemble des matières.;pnOYSPGqDnfTkQybynIme0aPiD7XUtwfGe8_Cr3RsiQ
6B;;Lilia a fait preuve d'une grande passivité et est passée à côté de son année. Il faut absolument écouter les conseils de ses professeurs et se ressaisir pour l'an prochain. Le conseil de classe estime que le maintient en classe de 6eme est indispensable.;pnOYSPGqDnfTkQybynIme0aPiD7XUtwfGe8_Cr3RsiQ
3A;;Un très bon trimestre avec des résultats qui ont été la plupart du temps excellents. Ghita a fourni un travail très régulier, toujours rigoureux grâce à sa maîtrise remarquable de la langue française. Les capacités sont très solides. Bravo Ghita ! Nous comptons sur toi pour continuer ainsi, tout en participant davantage en langues.;D5G7KYQ3HwW0OFAlkkm-NU8nmb237DheDYkml1V4-ro
3A;;Un trimestre remarquable. Ghita a travaillé avec beaucoup de rigueur et son attitude sérieuse et dynamique en classe est exemplaire. Félicitations Ghita, ne change rien !;D5G7KYQ3HwW0OFAlkkm-NU8nmb237DheDYkml1V4-ro
3A;;Un trimestre remarquable, à l' image de l' année. Le travail a toujours été approfondi, rigoureux, et le comportement en classe est exemplaire, avec une belle participation et une maturité dans l' attitude et la réflexion. Félicitations Ghita, nous comptons sur toi pour poursuivre ainsi au lycée !;D5G7KYQ3HwW0OFAlkkm-NU8nmb237DheDYkml1V4-ro
5B;;Un premier trimestre assez satisfaisant quant au travail et aux résultats de Amine. Cependant ,ses bavardages et son manque de concentration sont toutefois largement soulignés. Nous lui demandons donc de se concentrer et de cesser les bavardages afin de progresser au deuxième trimestre.;2Tm1cjBumw-ZdqAM4a59ijnW-1oGsIaTZGsZWfJW-DI
5B;;Un bilan satisfaisant, Amine devra généraliser ses efforts à toutes les disciplines. Nous t'encourageons à redoubler d'efforts et d'attention lors du dernier trimestre afin de progresser davantage.;2Tm1cjBumw-ZdqAM4a59ijnW-1oGsIaTZGsZWfJW-DI
5B;;Abdellah réalise un trimestre satisfaisant. Certains progrès sont notés dans quelques matières. Nous t'invitons à harmoniser tes efforts à toutes les disciplines et gagner en concentration afin de progresser en classe de 4éme.;2Tm1cjBumw-ZdqAM4a59ijnW-1oGsIaTZGsZWfJW-DI
1B/C;;Bilan très fragile, vous êtes capable de mieux. Vous devez gagner en régularité et en concentration pour progresser. Nous comptons sur vous.;lNEJ5a05KaUVUoLSYuMlQPkOfjII_JkqOjvBm4EPRr8
1B/C;;Les résultats sont insuffisants dans plusieurs matières. Kenza rencontre de nombreuses difficultés, accentuées par un manque de travail personnel. Il faut réagir.;lNEJ5a05KaUVUoLSYuMlQPkOfjII_JkqOjvBm4EPRr8
1B/C;;Ensemble relativement fragile. Nous vous encourageons à être plus investie et rigoureuse dans votre travail. Vous en êtes capable.;lNEJ5a05KaUVUoLSYuMlQPkOfjII_JkqOjvBm4EPRr8
2A;;Un excellent trimestre, le travail est sérieux et l'attitude est irréprochable. L'ensemble de l'équipe vous félicite;M_jP9RdLEO2IebxVaa0FarH0S6G_V4285Eekfi8KF8c
2A;;Un trimestre remarquable tant dans votre investissement que du point de vue des résultats. Félicitations;M_jP9RdLEO2IebxVaa0FarH0S6G_V4285Eekfi8KF8c
2A;;Un trimestre remarquable qui vient achever une année de très bonne facture. L'ensemble de l'équipe vous félicite pour votre investissement et votre travail. L'année de première peut être abordée sereinement.;M_jP9RdLEO2IebxVaa0FarH0S6G_V4285Eekfi8KF8c
Terminale;;Saad a réalisé un très bon bilan dans l'ensemble des matières grâce à ses excellents résultats. Toutes nos félicitations.;xKhhMC-YLHuiAmcOgHYCvRdP-3sB6NcrEESmcOCTjIk
Terminale;;A l'image du trimestre précédent, Saad a fait preuve de maturité et a fourni un travail personnel régulier, assidu et de qualité qui lui a permis de réaliser de bons résultats ainsi qu'une progression remarquable. Félicitations.;xKhhMC-YLHuiAmcOgHYCvRdP-3sB6NcrEESmcOCTjIk
Terminale;;Saad a obtenu d'excellents résultats tout au long de l'année . Son sérieux et son travail de qualité lui ont permis d'avoir un très bon niveau.  Toute nos félicitations.;xKhhMC-YLHuiAmcOgHYCvRdP-3sB6NcrEESmcOCTjIk
5B;;Très bon trimestre voire excellent dans certaines matières. Kamil fait preuve de motivation et beaucoup de sérieux dans son travail. . Nous te félicitons.;Uy6e4GUVxQgWxrJjiUA73GVuFtpzq7j1qtv0e8-gxXs
5B;;Encore un excellent trimestre et une attitude exemplaire. Félicitations.;Uy6e4GUVxQgWxrJjiUA73GVuFtpzq7j1qtv0e8-gxXs
5B;;"Un trimestre très satisfaisant qui conclut une année réussie. Kamil s'est montré sérieux et impliqué tout au long de l'année. Félicitations                                                                                            Élève ayant participé à plusieurs MUN (Model of United Nations), organisés en interne, Mini-MUN Daudet et en externe, OSUIMUN. Cet élève a brillé au sein du comité ""UNESCO"" lors de l'événement de l'OSUIMUN, lui valant une mention honorable pour son engagement et ses contributions précieuses. En outre, ce dernier s'est distingué comme meilleur délégué lors de sa participation aux deux Mini-MUN Daudet..";Uy6e4GUVxQgWxrJjiUA73GVuFtpzq7j1qtv0e8-gxXs
5A;;Un bon trimestre dans l'ensemble  avec des résultats corrects. L'ensemble des professeurs salue votre attitude sérieuse et vous invite à intensifier votre  travail en classe ainsi qu'à la maison.  Intensifiez vos efforts en restant bien concentré. On compte sur vous la prochaine période !;EQ-frbuXUubU0pa_LkVPT8CLIaPTJQMRnbBoIOyeUI0
5A;;Bon trimestre , une progression satisfaisante dans certaines matières , vous êtes  cependant appelé à intensifier davantage vos efforts et à régulariser le travail  dans les autres matières notamment en langues vivantes  et en matière scientifiques .;EQ-frbuXUubU0pa_LkVPT8CLIaPTJQMRnbBoIOyeUI0
5A;;Ensemble fragile en général mais qui manque de régularité dans les matières scientifiques ce qui affecte votre progression ,vous avez toutes les capacités pour en améliorer la qualité l'année prochaine.;EQ-frbuXUubU0pa_LkVPT8CLIaPTJQMRnbBoIOyeUI0
1B/C;;Vous avez fait un très bon premier trimestre. Nous vous félicitons pour votre sérieux, pour la qualité, la finesse de votre travail et nous vous engageons à continuer ainsi.;uGsXQRaoRIGR1l98issI_ga-kyi2O74i3FNKYZCRexQ
1B/C;;Très bon bilan dans l'ensemble. Nous vous félicitons pour ce trimestre de qualité, dans les résultats comme dans l’attitude. L'ensemble est solide. Continuez ainsi.;uGsXQRaoRIGR1l98issI_ga-kyi2O74i3FNKYZCRexQ
1B/C;;Très bon bilan. Farouk maintient une constance et un sérieux dans son travail, éléments clés de la réussite. Nous vous en félicitions.        Elève ayant participé à plusieurs MUN (Model of United Nations), organisés en interne, Mini-MUN Daudet et en externe, LFIAMUN d'Agadir. Cet élève s'est distingué comme meilleur délégué lors de sa participation au premier Mini-MUN Daudet de l'année, soulignant son excellence et son engagement.;uGsXQRaoRIGR1l98issI_ga-kyi2O74i3FNKYZCRexQ
Terminale;;Des notes avoisinant les moyennes de la classe dans la quasi-totalité des matières en dehors de celles des spécialités qui sont décevantes et qui résultent d'un manque d'investissement en classe et d'un travail superficiel. Vous devez réagir.;cgNR-1My2greON5hP6rjr3twfqcuGwyHAPntVI1wVWk
Terminale;;Les résultats de Mehdi sont hétérogènes avec une note alarmante marquant des difficultés majeures en Mathématiques et des notes en légère progression dans les autres matières. Nous attirons l'attention de Mehdi sur la nécessité absolue de prendre conscience et travailler avec acharnement afin de combler ses lacunes en Mathématiques et en Sciences physiques.;cgNR-1My2greON5hP6rjr3twfqcuGwyHAPntVI1wVWk
Terminale;;Les résultats de Mehdi sont  inégaux et reflète un investissement fluctuant selon les matières. . Mehdi doit se concentrer et fournir un travail de qualité lors des prochaines échéances.Nous comptons sur toi.Elève ayant participé à un MUN, Mini-MUN DAUDET (Model of United Nations) organisé en interne par le club du lycée;cgNR-1My2greON5hP6rjr3twfqcuGwyHAPntVI1wVWk
4A;;Un bon trimestre pour Nirmine. Cependant, votre investissement n'est pas le même dans les disciplines. Nous sommes persuadés que vous pouvez exceller dans l'ensemble des matières en travaillant davantage et notamment à la maison. Nous attendons mieux au prochain trimestre !;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;;Vous avez réalisé des progrès ce trimestre. Continuez sur cette voie et généralisez vos efforts à l'ensemble des disciplines.;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
4A;;Très bon trimestre pour Niermine. Elle a progressé dans toutes les matières et acquis toutes les compétences nécessaires. Nous vous encourageons à poursuivre votre travail acharné et votre attitude positive.;NhVdB1aqNnGMlkG2_R0da8ckxxHOwY4szx4A9c-g4TQ
1A;;Les résultats sont hétérogènes et révèlent des fragilités notamment en spécialités, conséquence de votre manque de concentration et d'un travail approfondi. Vous devez gagner en maturité et vous investir efficacement en classe. Nous comptons sur vous.;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY
1A;;Les résultats sont très hétérogènes et témoignent d'un travail peu approfondi notamment en français et en spécialités. Veillez à vous investir à part entière dans l'ensemble des disciplines. Vous avez les  capacités de faire beaucoup mieux en fournissant un travail régulier. Nous comptons sur vous.;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY
1A;;Le bilan trimestriel est satisfaisant, vous avez fait preuve de sérieux et votre investissement en classe a été bénéfique. Nous vous encourageons à poursuivre sur cette voie l'an prochain.;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY
2C;;Un ensemble irrégulier. Certains résultats sont très bons mais d’autres sont aussi très inquiétants. Il faut réagir : travailler avec plus de régularité et ne pas hésiter à solliciter de l’aide.;2keK1kYJilcgb72YqeQNU4Xk3jAIzOpqThOyEhB-5vs
2C;;Bilan mitigé pour ce trimestre. Kenza doit changer d’attitude en cessant certains bavardages. Quant aux résultats, ils sont encore trop irréguliers. Vos résultats sont inquiétants en histoire-géographie, SES et sciences physiques. N’hésitez pas à solliciter de l’aide lorsque cela est nécessaire. Nous vous encourageons à intensifier vos efforts afin de réaliser un bon troisième trimestre. Nous comptons sur vous.;2keK1kYJilcgb72YqeQNU4Xk3jAIzOpqThOyEhB-5vs
2C;;Un trimestre encore irrégulier. Vous devez prendre conscience de l’exigence d’un travail sérieux et régulier dans toutes les disciplines. Courage et bonne continuation.;2keK1kYJilcgb72YqeQNU4Xk3jAIzOpqThOyEhB-5vs
Terminale;;La qualité de réflexion irréprochable et le sérieux dont fait preuve Adam dans toutes les disciplines lui ont permis d'avoir des résultats excellents. Toutes nos félicitations.;K_4OKrHF9AfIMW8Aktha0ti5S2jIhYzJ-KfEzVm1sGw
Terminale;;Trimestre de grande qualité dans la lignée du précédent. Adam élève très sérieux qui fournit un travail assidu et de qualité. Autant d'atouts qui lui ouvrent les portes de la réussite et de l'excellence. Félicitations.;K_4OKrHF9AfIMW8Aktha0ti5S2jIhYzJ-KfEzVm1sGw
Terminale;;Adam est un élève investi, impliqué et très motivé. Il fait preuve d'un grand sens de responsabilité et d'organisation. Son sérieux et sa régularité lui ont permis d'atteindre une performance exceptionnelle. Toute nos félicitations.Elève ayant participé à un MUN, Mini-MUN DAUDET (Model of United Nations) organisé en interne par le club du lycée;K_4OKrHF9AfIMW8Aktha0ti5S2jIhYzJ-KfEzVm1sGw
6B;;"Excellent premier trimestre pour Iyad. Son sérieux et son implication sont reconnus par l'ensemble des professeurs. C""est un élève moteur et curieux. Nous le félicitons.";WnWdReOT0ATRFwAZDTjHUjtgqMLuQPG5FFp3dm-tcGQ
6B;;Encore un excellent trimestre pour Iyad qui est sérieux et concentré. Les résultats sont excellents, c'est très bien, Nous le félicitons;WnWdReOT0ATRFwAZDTjHUjtgqMLuQPG5FFp3dm-tcGQ
6B;;Une très belle année pour Iyad qui a montré une attitude exemplaire. Nous le félicitons.;WnWdReOT0ATRFwAZDTjHUjtgqMLuQPG5FFp3dm-tcGQ
3A;;Un trimestre remarquable. Lilia s' est distinguée par un grand sérieux en classe, une attitude exemplaire et dynamique à l' oral. Le travail a été régulier et de grande qualité. Félicitations Lilia, continue ainsi !;TR2zm1Nbrx8P_DOJCMx8d3mi5F_9uINT1tOHUIiyD4I
3A;;Un trimestre remarquable à tous les niveaux. Lilia a fourni un travail personnel très rigoureux et son comportement en classe est exemplaire. Félicitations Lilia, ne change rien !;TR2zm1Nbrx8P_DOJCMx8d3mi5F_9uINT1tOHUIiyD4I
3A;;Un trimestre remarquable, à l' image de l' année. Le travail a toujours été approfondi, rigoureux, et le comportement en classe est exemplaire, avec une belle participation et une maturité dans l' attitude et la réflexion. Félicitations Lilia, nous comptons sur toi pour poursuivre ainsi au lycée !;TR2zm1Nbrx8P_DOJCMx8d3mi5F_9uINT1tOHUIiyD4I
